_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
3487,A1392128,RALPH,DOG,BLACK,WHITE,PARSON RUSS TER,NEUTERED,,,2025-08-22,HEALTHY,STRAY,OTC,,2025-08-22,RTO,,HEALTHY,PARKMOOR AVE/MERIDIAN AVE,SAN JOSE,2025-08-22
3488,A1392129,STERLING,KITTEN,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-07-18,0,2025-08-22,HEALTHY,STRAY,OTC,,2025-09-10,ADOPTION,,HEALTHY,EAST SAN ANTONIO ST / S KING RD,SAN JOSE,2025-09-10
3489,A1392133,,DOG,GRAY,WHITE,PIT BULL,FEMALE,2015-08-22,10,2025-08-22,MED EMERG,STRAY,FIELD,,2025-08-27,EUTH,,MED EMERG,1400 BLOCK MONTEREY,SAN JOSE,2025-08-27
3490,A1392148,,KITTEN,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-06-28,0,2025-08-22,MED R,STRAY,OTC,,2025-08-31,ADOPTION,,MED R,GOLDENLAKE RD/OLDBRIDGE RD,SAN JOSE,2025-08-31
3491,A1392152,,KITTEN,TABBY-BUFF,,DOMESTIC SH,MALE,2025-08-01,0,2025-08-22,MED SEV,STRAY,OTC,,2025-08-22,EUTH,,MED SEV,1900 BLOCK TULLY RD X BRAHAMS AVE,SAN JOSE,2025-08-22
3492,A1392176,,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-07-21,0,2025-08-22,NURSING,CONFISCATE,POLICE,,2025-10-31,RESCUE,,HEALTHY,,SAN JOSE,2025-10-31
3493,A1392200,NALA,DOG,BLACK,TAN,GERM SH POINT,FEMALE,2024-11-20,1,2025-08-23,HEALTHY,STRAY,OTC,,2025-08-24,RTO,,HEALTHY,S 21ST ST X E SAN ANTONIO ST,SAN JOSE,2025-08-24
3494,A1392201,,KITTEN,BLACK,WHITE,DOMESTIC SH,MALE,2025-07-23,0,2025-08-23,MED SEV,STRAY,OTC,,2025-08-24,TRANSFER,,MED SEV,PAYNE AVE/TOPAZ AVE,SAN JOSE,2025-08-24
3495,A1392202,,KITTEN,GRAY,WHITE,DOMESTIC SH,UNKNOWN,2025-07-23,0,2025-08-23,MED SEV,STRAY,OTC,,2025-08-24,TRANSFER,,MED SEV,PAYNE AVE/TOPAZ AVE,SAN JOSE,2025-08-24
3496,A1392219,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,,,2025-08-23,MED SEV,STRAY,OTC,,2025-09-06,RTF,,FERAL,MANFERD ST X LEVIN ST,MILPITAS,2025-09-06
3497,A1392278,PENELOPE,KITTEN,TABBY-GRAY,,DOMESTIC SH,SPAYED,2025-07-01,0,2025-08-22,MED R,STRAY,MEDVET,,2025-08-30,ADOPTION,,MED R,CATHAY DR,SAN JOSE,2025-08-30
3498,A1392279,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2023-06-12,2,2025-08-23,MED SEV,STRAY,MEDVET,,2025-08-26,EUTH,,MED SEV,CARIBE WAY,SAN JOSE,2025-08-28
3499,A1392289,BROOKE,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,2015-08-25,10,2025-08-24,MED SEV,STRAY,OTC,,2025-09-16,EUTH,,MED SEV,BIRCH LN/AVE B,SAN JOSE,2025-09-18
3500,A1392291,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,,2025-08-24,PREGNANT,STRAY,OTC,,2025-08-26,RTF,,BEH M,TEDDINGTON DR/ABORN RD,SAN JOSE,2025-08-26
3501,A1392294,BELLA,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-07-24,0,2025-08-24,MED R,STRAY,OTC,,2025-10-26,ADOPTION,,HEALTHY,BROWN AVE/SINGLETON RD,SAN JOSE,2025-10-26
3502,A1392295,,KITTEN,TABBY-BRN,,DOMESTIC SH,UNKNOWN,2025-08-12,0,2025-08-24,MED R,STRAY,OTC,,2025-08-26,RESCUE,,HEALTHY,FARTHING WAY/HALF PENCE WAY,SAN JOSE,2025-08-26
3503,A1392298,PEEP,KITTEN,GRAY,,DOMESTIC SH,SPAYED,2025-08-04,0,2025-08-24,MED R,STRAY,OTC,,2025-09-22,ADOPTION,,HEALTHY,AIDA AVE,SAN JOSE,2025-09-22
3504,A1392301,,CAT,TABBY-BRN,,DOMESTIC MH,NEUTERED,,,2025-08-24,MED SEV,STRAY,FIELD,,2025-08-25,EUTH,,MED SEV,MONTAGUE EXPY,MILPITAS,2025-08-25
3505,A1392302,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,,2025-08-24,MED SEV,STRAY,OTC,,2025-08-24,EUTH,,MED SEV,PEBBEL TREE WAY X NORTHGATE DR,,2025-10-17
3506,A1392312,BINX,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-06-25,0,2025-08-24,MED R,STRAY,OTC,,2025-09-28,ADOPTION,,HEALTHY,ENESCO AVE / AIDA AVE,SAN JOSE,2025-09-28
3507,A1392313,MITTENS,KITTEN,BLACK,WHITE,DOMESTIC SH,SPAYED,2025-06-25,0,2025-08-24,HEALTHY,STRAY,OTC,,2025-09-28,ADOPTION,,HEALTHY,ENESCO AVE / AIDA AVE,SAN JOSE,2025-09-28
3508,A1392317,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,,,2025-08-24,HEALTHY,STRAY,OTC,,2025-08-26,EUTH,,MED SEV,E SAN ANTONIO STREET X S 24TH STREET,,2025-08-28
3509,A1392319,TITO,KITTEN,GRAY,,DOMESTIC SH,NEUTERED,2025-07-27,0,2025-08-24,NURSING,STRAY,OTC,,2025-09-30,ADOPTION,,HEALTHY,MONTEREY RD X TULLY RD,SAN JOSE,2025-09-30
3510,A1392322,,DOG,WHITE,BROWN,CAIRN TERRIER,SPAYED,,,2025-08-24,HEALTHY,STRAY,OTC,,2025-08-30,ADOPTION,,HEALTHY,N 1ST ST/SONORA,SAN JOSE,2025-08-30
3511,A1392323,,DOG,WHITE,BROWN,CAIRN TERRIER,FEMALE,,,2025-08-24,HEALTHY,STRAY,OTC,,2025-08-29,RESCUE,,HEALTHY,N 1ST ST/SONORA,SAN JOSE,2025-08-29
3512,A1392325,MOCHA,KITTEN,PT-SEAL,,DOMESTIC SH,NEUTERED,2025-06-25,0,2025-08-24,HEALTHY,STRAY,OTC,,2025-08-29,ADOPTION,,HEALTHY,STORY RD / BAL HARBOR WAY,SAN JOSE,2025-08-29
3513,A1392326,STAN,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-06-17,0,2025-08-24,HEALTHY,STRAY,OTC,,2025-08-28,ADOPTION,,HEALTHY,STORY RD / BAL HARBOR WAY,SAN JOSE,2025-08-28
3514,A1392327,SPORE,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-06-17,0,2025-08-24,HEALTHY,STRAY,OTC,,2025-08-31,ADOPTION,,HEALTHY,STORY RD / BAL HARBOR WAY,SAN JOSE,2025-08-31
3515,A1392330,SOPHIA,CAT,CALICO-TRI,,DOMESTIC LH,SPAYED,2014-08-27,11,2025-08-24,MED SEV,STRAY,OTC,,2025-08-29,EUTH,,MED SEV,KOOSER RD/CAMDEN,SAN JOSE,2025-09-16
3516,A1392335,BEAR,DOG,BLACK,,PIT BULL,MALE,2024-08-24,1,2025-08-25,BEH M,CONFISCATE,POLICE,,2025-08-28,RTO,,HEALTHY,,SAN JOSE,2025-08-28
3517,A1392336,BAILEY,DOG,BROWN,WHITE,PIT BULL,SPAYED,2024-08-24,1,2025-08-25,HEALTHY,CONFISCATE,POLICE,,2025-08-26,RTO,,HEALTHY,,SAN JOSE,2025-08-26
3518,A1392349,FOXIE,KITTEN,GRAY,,DOMESTIC SH,SPAYED,2025-07-30,0,2025-08-25,MED R,STRAY,OTC,,2025-10-16,ADOPTION,,HEALTHY,SADDLEBROOK DR/EDENVALE AVE,SAN JOSE,2025-10-16
3519,A1392352,SOX,KITTEN,GRAY,,DOMESTIC SH,NEUTERED,2025-07-18,0,2025-08-25,MED R,STRAY,OTC,,2025-09-25,ADOPTION,,HEALTHY,ILIAKI AVE/CALLE DE ARROYO,SAN JOSE,2025-09-25
3520,A1392353,MAGGIE,KITTEN,GRAY,,DOMESTIC SH,SPAYED,2025-07-18,0,2025-08-25,MED R,STRAY,OTC,,2025-09-25,ADOPTION,,HEALTHY,ILIAKI AVE/CALLE DE ARROYO,SAN JOSE,2025-09-25
3521,A1392354,MINX,KITTEN,GRAY,,DOMESTIC SH,SPAYED,2025-07-18,0,2025-08-25,MED R,STRAY,OTC,,2025-09-23,ADOPTION,,HEALTHY,ILIAKI AVE/CALLE DE ARROYO,SAN JOSE,2025-09-23
3522,A1392359,MONKEY,KITTEN,GRAY,,DOMESTIC SH,SPAYED,2025-07-18,0,2025-08-25,MED R,STRAY,OTC,,2025-09-25,ADOPTION,,HEALTHY,ILIAKI AVE/CALLE DE ARROYO,SAN JOSE,2025-09-25
3523,A1392360,LEXI,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-08-04,0,2025-08-24,MED R,STRAY,MEDVET,,2025-10-19,ADOPTION,,HEALTHY,1400 BLOCK KARL ST,SAN JOSE,2025-10-19
3524,A1392361,COSMO,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-08-04,0,2025-08-24,MED R,STRAY,MEDVET,,2025-10-23,ADOPTION,,HEALTHY,1400 BLOCK KARL ST,SAN JOSE,2025-10-23
3525,A1392362,,KITTEN,BLACK,,DOMESTIC SH,MALE,2025-08-04,0,2025-08-24,NURSING,STRAY,MEDVET,,2025-08-26,EUTH,,MED SEV,1400 BLOCK KARL ST,SAN JOSE,2025-08-28
3526,A1392364,JOHN,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-05-26,0,2025-08-25,MED R,STRAY,OTC,,2025-09-07,ADOPTION,,HEALTHY,FAULSTICH CT/OAKLAND RD,SAN JOSE,2025-09-07
3527,A1392365,JOHN,KITTEN,TABBY-GRAY,,DOMESTIC SH,SPAYED,2025-05-26,0,2025-08-25,MED R,STRAY,OTC,,2025-09-21,ADOPTION,,MED R,FAULSTICH CT/OAKLAND RD,SAN JOSE,2025-09-21
3528,A1392366,,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-05-26,0,2025-08-25,MED R,STRAY,OTC,,2025-09-19,ADOPTION,,HEALTHY,FAULSTICH CT/OAKLAND RD,SAN JOSE,2025-09-19
3529,A1392367,ZERO,KITTEN,GRAY,,DOMESTIC SH,NEUTERED,2025-05-26,0,2025-08-25,MED R,STRAY,OTC,,2025-09-06,ADOPTION,,HEALTHY,FAULSTICH CT/OAKLAND RD,SAN JOSE,2025-09-06
3530,A1392368,,KITTEN,WHITE,,DOMESTIC SH,UNKNOWN,2025-05-25,0,2025-08-25,MED SEV,STRAY,OTC,,2025-08-25,EUTH,,MED SEV,,SAN JOSE,2025-08-27
3531,A1392373,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,,2025-08-25,PREGNANT,STRAY,OTC,,2025-08-25,RTF,,FERAL,ARQUEADO DR/FLINT AVE,SAN JOSE,2025-08-25
3532,A1392375,,CAT,TABBY-ORG,,DOMESTIC SH,FEMALE,,,2025-08-25,NURSING,STRAY,OTC,,2025-08-25,EUTH,,MED SEV,GOLDENTREE DR/HOSTETTER RD,SAN JOSE,2025-08-25
3533,A1392377,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,,,2025-08-25,NURSING,STRAY,OTC,,2025-08-25,EUTH,,MED SEV,GOLDENTREE DR/HOSTETTER RD,SAN JOSE,2025-08-25
3534,A1392378,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,,,2025-08-25,NURSING,STRAY,OTC,,2025-08-25,EUTH,,MED SEV,GOLDENTREE DR/HOSTETTER RD,SAN JOSE,2025-08-25
3535,A1392381,TIGER,KITTEN,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-07-25,0,2025-08-25,MED R,STRAY,OTC,,2026-02-11,ADOPTION,,HEALTHY,PENETENCIA CREEK RD/N WHITE RD,SAN JOSE,2026-02-11
3536,A1392382,PANTHER,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-07-25,0,2025-08-25,MED R,STRAY,OTC,,2026-02-11,ADOPTION,,HEALTHY,PENETENCIA CREEK RD/N WHITE RD,SAN JOSE,2026-02-11
3537,A1392384,,KITTEN,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-08-10,0,2025-08-25,MED R,STRAY,OTC,,2025-08-26,RESCUE,,NURSING,GLEN KEATS CT/GLEN FERGOUSON CIR,SAN JOSE,2025-08-26
3538,A1392385,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-08-10,0,2025-08-25,MED R,STRAY,OTC,,2025-08-26,RESCUE,,NURSING,GLEN KEATS CT/GLEN FERGOUSON CIR,SAN JOSE,2025-08-26
3539,A1392409,,CAT,TABBY-GRAY,,DOMESTIC SH,FEMALE,2025-04-26,0,2025-08-26,MED SEV,STRAY,OTC,,2025-08-26,EUTH,,MED EMERG,,SAN JOSE,2025-08-26
3540,A1392411,PANCHO,DOG,BROWN,,POODLE MIN,MALE,2024-08-26,1,2025-08-25,MED R,STRAY,MEDVET,,2025-09-02,TRANSFER,,HEALTHY,W ALMA AVE,SAN JOSE,2025-09-02
3541,A1392417,LOVE,KITTEN,TABBY-GRAY,,DOMESTIC SH,SPAYED,2025-06-26,0,2025-08-26,HEALTHY,STRAY,OTC,,2025-09-05,ADOPTION,,HEALTHY,MONTEREY RD/UMBARGER,SAN JOSE,2025-09-05
3542,A1392418,,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2025-04-26,0,2025-08-26,HEALTHY,STRAY,OTC,,2025-09-06,ADOPTION,,HEALTHY,MONTEREY RD/UMBARGER,SAN JOSE,2025-09-06
3543,A1392422,,KITTEN,BLACK,WHITE,DOMESTIC SH,UNKNOWN,2025-08-24,0,2025-08-26,NURSING,STRAY,OTC,,2025-08-26,DIED,,NURSING,WOOL CREEK DR/SENTER RD,SAN JOSE,2025-08-26
3544,A1392434,,KITTEN,BLACK,,DOMESTIC SH,FEMALE,2025-08-24,0,2025-08-26,NURSING,STRAY,OTC,,2025-09-03,EUTH,,MED SEV,BETHANY AVE X BETHANY CT,SAN JOSE,2025-09-04
3545,A1392435,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,,,2025-08-26,MED SEV,STRAY,OTC,,2025-08-26,EUTH,,MED SEV,SAN MIGUEL WAY/SANTA ROSA DR,SAN JOSE,2025-08-28
3546,A1392436,ROSITA,KITTEN,BLACK,WHITE,DOMESTIC SH,SPAYED,2025-08-24,0,2025-08-26,NURSING,STRAY,OTC,,2025-11-12,ADOPTION,,HEALTHY,BETHANY AVE X BETHANY CT,SAN JOSE,2025-11-12
3547,A1392456,,CAT,WHITE,,DOMESTIC SH,SPAYED,,,2025-08-26,PREGNANT,STRAY,OTC,,2025-09-07,RTF,,FERAL,200 BLOCK INTERCHANGE X 11TH,SAN JOSE,2025-09-07
3548,A1392462,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2016-08-27,9,2025-08-26,MED SEV,STRAY,OTC,,2025-08-27,EUTH,,MED SEV,S WHITE RD/STORY RD,SAN JOSE,2025-08-29
3549,A1392468,JACOB,DOG,BLACK,WHITE,LABRADOR RETR,NEUTERED,2021-08-26,4,2025-08-26,BEH M,OWNER SUR,FIELD,,2025-09-06,EUTH,,BEH U,,SAN JOSE,2025-09-06
3550,A1392472,,CAT,TABBY-GRAY,,DOMESTIC SH,MALE,2014-08-26,11,2025-08-26,MED SEV,STRAY,OTC,,2025-08-26,EUTH,,MED SEV,PINECREST / TIMBERLINE AVE,SAN JOSE,2025-08-26
3551,A1392499,AKIRA,KITTEN,WHITE,BLACK,DOMESTIC SH,NEUTERED,2025-07-23,0,2025-08-26,MED R,STRAY,OTC,,2025-09-27,ADOPTION,,HEALTHY,FORD AVE/COTTAGE GROVE AVE,SAN JOSE,2025-09-27
3552,A1392499,AKIRA,KITTEN,WHITE,BLACK,DOMESTIC SH,NEUTERED,2025-07-23,0,2025-10-10,HEALTHY,RETURN,OTC,LANDLORD,2025-10-11,ADOPTION,,HEALTHY,,SAN JOSE,2025-10-11
3553,A1392503,,CAT,TORBI-BRN,,DOMESTIC SH,UNKNOWN,,,2025-08-26,MED SEV,STRAY,OTC,,2025-08-26,DIED,,MED EMERG,TANGO WAY/SERENADE WAY,SAN JOSE,2025-08-28
3554,A1392514,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2010-08-27,15,2025-08-26,MED SEV,STRAY,MEDVET,IP ADOPT,2025-08-27,EUTH,,MED SEV,COLONIAL WAY,SAN JOSE,2025-08-27
3555,A1392535,,CAT,WHITE,,DOMESTIC SH,MALE,,,2025-08-27,MED EMERG,STRAY,OTC,,2025-08-27,EUTH,,MED EMERG,LUNDY X SIERRA,SAN JOSE,2025-08-27
3556,A1392536,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,,,2025-08-27,MED EMERG,STRAY,OTC,,2025-08-27,DIED,,MED EMERG,KERMATH DR,SAN JOSE,2025-08-27
3557,A1392556,MIKAN,KITTEN,TABBY-ORG,WHITE,DOMESTIC SH,SPAYED,2025-07-23,0,2025-08-27,MED R,STRAY,OTC,,2025-09-13,ADOPTION,,HEALTHY,SENTER RD / FELDSPAR DR,SAN JOSE,2025-09-13
3558,A1392558,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,,2025-08-27,HEALTHY,STRAY,OTC,,2025-10-21,RTF,,FERAL,BISCAYNE WAY/BERMUDA WAY,SAN JOSE,2025-10-21
3559,A1392564,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,,2025-08-27,MED R,STRAY,OTC,,2025-09-03,EUTH,,MED SEV,BISCAYNE WAY/BERMUDA WAY,SAN JOSE,2025-09-03
3560,A1392566,DUSTY,KITTEN,GRAY,,DOMESTIC SH,NEUTERED,2025-07-18,0,2025-08-27,HEALTHY,STRAY,OTC,,2025-09-25,ADOPTION,,HEALTHY,MOSS X CINDERELLA LN,SAN JOSE,2025-09-25
3561,A1392567,MISTY,KITTEN,GRAY,,DOMESTIC SH,SPAYED,2025-07-18,0,2025-08-27,HEALTHY,STRAY,OTC,,2025-09-25,ADOPTION,,HEALTHY,MOSS X CINDERELLA LN,SAN JOSE,2025-09-25
3562,A1392572,TAC,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-12-27,1,2025-08-27,HEALTHY,STRAY,OTC,,2025-08-29,ADOPTION,,HEALTHY,STOKES AVE/LEIGH AVE,SAN JOSE,2025-08-29
3563,A1392573,TIC,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-12-27,1,2025-08-27,HEALTHY,STRAY,OTC,,2025-08-29,ADOPTION,,HEALTHY,STOKES AVE/LEIGH AVE,SAN JOSE,2025-08-29
3564,A1392586,CHUNKS,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2023-08-28,2,2025-08-28,HEALTHY,STRAY,OTC,,2025-09-02,RTO,,HEALTHY,JEROME ST,SAN JOSE,2025-09-02
3565,A1392599,,CAT,BLACK,,DOMESTIC SH,FEMALE,,,2025-08-28,MED SEV,STRAY,OTC,,2025-08-28,EUTH,,MED EMERG,WILLARD X DOUGLAS,SAN JOSE,2025-08-28
3566,A1392625,LUNA,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-06-28,0,2025-08-28,MED R,STRAY,MEDVET,,2025-09-11,ADOPTION,,HEALTHY,UNKNOWN,SAN JOSE,2025-09-15
3567,A1392640,MOE,DOG,TAN,GRAY,YORKSHIRE TERR,NEUTERED,2017-08-28,8,2025-08-28,MED R,STRAY,MEDVET,,2025-09-09,ADOPTION,,HEALTHY,N. MILPITAS BLVD. / ARBOR WAY.,MILPITAS,2025-09-09
3568,A1392648,TRAVIESO,KITTEN,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-07-31,0,2025-08-28,NURSING,STRAY,OTC,,2025-09-27,ADOPTION,,HEALTHY,BERRYESSA RD/FLICKINGER,SAN JOSE,2025-09-27
3569,A1392651,,KITTEN,GRAY,,DOMESTIC SH,MALE,2025-07-09,0,2025-08-28,MED SEV,STRAY,OTC,,2025-08-28,EUTH,,MED SEV,MT PLEASANT/ FALL AVE,SAN JOSE,2025-08-28
3570,A1392652,GABBANA,KITTEN,GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-07-09,0,2025-08-28,MED R,STRAY,OTC,,2025-09-28,ADOPTION,,HEALTHY,MT PLEASANT/ FALL AVE,SAN JOSE,2025-09-28
3571,A1392653,,KITTEN,GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-07-09,0,2025-08-28,MED R,STRAY,OTC,,2025-09-30,ADOPTION,,HEALTHY,MT PLEASANT/ FALL AVE,SAN JOSE,2025-09-30
3572,A1392656,,KITTEN,BLACK,WHITE,DOMESTIC SH,NEUTERED,2025-06-28,0,2025-08-28,MED R,STRAY,OTC,,2025-09-23,ADOPTION,,HEALTHY,PINEFIELD RD/EUCALYPTUS DR,SAN JOSE,2025-09-23
3573,A1392657,,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2025-06-28,0,2025-08-28,MED R,STRAY,OTC,,2025-09-05,ADOPTION,,HEALTHY,PINEFIELD RD/EUCALYPTUS DR,SAN JOSE,2025-09-05
3574,A1392658,OREO,KITTEN,BLACK,WHITE,DOMESTIC SH,NEUTERED,2025-05-19,0,2025-08-28,MED R,STRAY,OTC,,2025-09-19,ADOPTION,,HEALTHY,PINEFIELD RD/EUCALYPTUS DR,SAN JOSE,2025-09-19
3575,A1392659,,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-07-14,0,2025-08-28,HEALTHY,STRAY,OTC,,2025-09-06,ADOPTION,,HEALTHY,PINEFIELD RD/EUCALYPTUS DR,SAN JOSE,2025-09-06
3576,A1392668,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,,2025-08-28,MED SEV,STRAY,OTC,,2025-08-28,EUTH,,MED SEV,N WHITE RD X ABDON RD,SAN JOSE,2025-08-28
3577,A1392673,BRUNO,DOG,BLACK,TAN,PIT BULL,MALE,,,2025-08-28,BEH R,CONFISCATE,POLICE,,2025-09-11,RTO,,BEH R,,SAN JOSE,2025-09-11
3578,A1392677,MURPHY,CAT,WHITE,GRAY,DOMESTIC SH,SPAYED,2025-03-10,0,2025-08-29,MED R,STRAY,FIELD,,2025-09-10,ADOPTION,,MED R,FOUR OAKS CIR/FOUR OAKS RD,SAN JOSE,2025-09-10
3579,A1392679,SNICKERS,KITTEN,TABBY-BRN,,DOMESTIC MH,NEUTERED,2025-07-23,0,2025-08-29,MED R,STRAY,OTC,,2025-09-25,ADOPTION,,MED R,S WHITE RD/E HILLS DR,SAN JOSE,2025-09-25
3580,A1392680,MILKY WAY,KITTEN,TABBY-BRN,,DOMESTIC MH,NEUTERED,2025-07-23,0,2025-08-29,MED R,STRAY,OTC,,2025-09-25,ADOPTION,,MED R,S WHITE RD/E HILLS DR,SAN JOSE,2025-09-25
3581,A1392682,BABY RUTH,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-07-23,0,2025-08-29,MED R,STRAY,OTC,,2025-09-21,ADOPTION,,HEALTHY,S WHITE RD/E HILLS DR,SAN JOSE,2025-09-21
3582,A1392683,TOOTHLESS,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-07-23,0,2025-08-29,MED R,STRAY,OTC,,2025-09-24,ADOPTION,,HEALTHY,S WHITE RD/E HILLS DR,SAN JOSE,2025-09-24
3583,A1392685,,KITTEN,TORTIE-DIL,,DOMESTIC SH,SPAYED,2025-06-29,0,2025-08-29,MED R,STRAY,OTC,IP ADOPT,2025-09-05,ADOPTION,,HEALTHY,N 7TH ST X E TAYLOR ST,SAN JOSE,2025-09-05
3584,A1392688,,DOG,BROWN,,YORKSHIRE TERR,MALE,2022-08-29,3,2025-08-29,HEALTHY,STRAY,OTC,,2025-09-02,RESCUE,,HEALTHY,SERENADE WAY X SYMPHONY LN,SAN JOSE,2025-09-02
3585,A1392703,,KITTEN,TORTIE-B\O,,DOMESTIC SH,SPAYED,2025-06-13,0,2025-08-29,MED R,STRAY,OTC,,2025-09-25,RTF,,FERAL,300 BLOCK TOYON AVE X MCKEE RD,SAN JOSE,2025-09-25
3586,A1392715,,DOG,WHITE,BLACK,SCHNAUZER MIN,MALE,2012-08-29,13,2025-08-29,MED SEV,STRAY,OTC,,2025-08-29,EUTH,,MED SEV,HURAN DR X CLARICE DR,SAN JOSE,2025-08-29
3587,A1392725,DAIJAN,KITTEN,BLACK,WHITE,DOMESTIC LH,NEUTERED,2025-07-17,0,2025-08-29,MED R,STRAY,OTC,IP ADOPT,2025-10-16,ADOPTION,,HEALTHY,STONECREST WAY X VICEROY WAY,SAN JOSE,2025-10-16
3588,A1392734,,CAT,TORBI-BRN,,DOMESTIC SH,FEMALE,,,2025-08-29,MED SEV,STRAY,OTC,,2025-08-29,EUTH,,MED SEV,SANTEE DR/ TAMI LEE DR,SAN JOSE,2025-08-29
3589,A1392735,,CAT,TABBY-GRAY,,DOMESTIC SH,FEMALE,,,2025-08-29,NURSING,STRAY,OTC,,2025-08-29,EUTH,,NURSING,SANTEE DR/ TAMI LEE DR,SAN JOSE,2025-08-29
3590,A1392736,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,,,2025-08-29,NURSING,STRAY,OTC,,2025-08-29,EUTH,,NURSING,SANTEE DR/ TAMI LEE DR,SAN JOSE,2025-08-29
3591,A1392737,,CAT,TABBY-BUFF,,DOMESTIC SH,MALE,,,2025-08-29,NURSING,STRAY,OTC,,2025-08-29,EUTH,,NURSING,SANTEE DR/ TAMI LEE DR,SAN JOSE,2025-08-29
3592,A1392738,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,,,2025-08-29,NURSING,STRAY,OTC,,2025-08-29,EUTH,,NURSING,SANTEE DR/ TAMI LEE DR,SAN JOSE,2025-08-29
3593,A1392747,,KITTEN,PT-FLAME,,DOMESTIC SH,UNKNOWN,2025-07-17,0,2025-08-29,MED SEV,STRAY,OTC,,2025-08-29,EUTH,,MED SEV,MONTEREY RD/UMBARGER RD,SAN JOSE,2025-08-29
3594,A1392748,,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,UNKNOWN,2025-07-17,0,2025-08-29,MED SEV,STRAY,OTC,,2025-08-29,EUTH,,MED SEV,MONTEREY RD/UMBARGER RD,SAN JOSE,2025-08-29
3595,A1392749,,KITTEN,TABBY-ORG,WHITE,DOMESTIC SH,UNKNOWN,2025-07-17,0,2025-08-29,MED SEV,STRAY,OTC,,2025-08-29,EUTH,,MED SEV,MONTEREY RD/UMBARGER RD,SAN JOSE,2025-08-29
3596,A1392750,,KITTEN,GRAY,,DOMESTIC SH,MALE,2025-07-21,0,2025-08-30,MED SEV,STRAY,FIELD,,2025-09-03,RESCUE,,MED SEV,BENDORF DR/CARRYBACK AVE,SAN JOSE,2025-09-03
3597,A1392769,,KITTEN,TABBY-BUFF,WHITE,DOMESTIC MH,MALE,2025-08-24,0,2025-08-30,NURSING,STRAY,OTC,,2025-09-14,RESCUE,,NURSING,STARLITE DR X FALLEN LEAF DR,MILPITAS,2025-09-14
3598,A1392777,ZION,CAT,TABBY-GRAY,,DOMESTIC SH,MALE,,,2025-08-30,MED SEV,EUTH REQ,OTC OWNED,,2025-08-30,RTO,,MED SEV,,SAN JOSE,2025-08-30
